University,Country,Latitude,Longitude
Istanbul Bilgi University,Turkey,41.06775870000001,28.9467185
Istanbul Kultur University,Turkey,40.9912928,28.8321354
İstanbul Şehir University,Turkey,40.9050947,29.1561852
Istanbul Technical University,Turkey,41.1055941,29.0253401
Istanbul Ticaret University,Turkey,38.963745,35.243322
Istanbul University,Turkey,41.0126037,28.961838
Izmir Economic University,Turkey,38.3877986,27.0446077
Izmir Institute of Technology,Turkey,38.3190947,26.6432058
Kadir Has University,Turkey,41.0249511,28.9589739
Kafkas University,Turkey,40.5838495,43.06634990000001
Kahramanmaras Sütcü Imam University,Turkey,37.5858082,36.8193344
Karadeniz Technical University,Turkey,40.9899529,39.7681328
Kilis 7 Aralık University,Turkey,36.7315104,37.1030982
Kirikkale University,Turkey,39.8794165,33.44586
Kocaeli University,Turkey,40.82217319999999,29.92165169999999
Koc University,Turkey,38.963745,35.243322
Maltepe University,Turkey,40.9609489,29.1904399
Marmara University,Turkey,40.9870259,29.0528132
Mersin University,Turkey,36.7875032,34.5247267
Middle East Technical University,Turkey,39.88983820000001,32.780086
Mimar Sinan University,Turkey,41.03037339999999,28.9890889
Mugla University,Turkey,37.1644686,28.3736859
Mustafa Kemal University,Turkey,38.963745,35.243322
Namik Kemal University,Turkey,40.993504,27.584095
Necmettin Erbakan University,Turkey,37.8574367,32.4311568
Nigde University,Turkey,37.9414568,34.6243315
Ondokuz Mayis University Samsun,Turkey,41.3718295,36.210956
Osmangazi University,Turkey,39.75168559999999,30.49002179999999
Ozyegin University,Turkey,41.0306101,29.2583051
Pamukkale University,Turkey,37.9136957,29.1187097
Sabanci University,Turkey,38.963745,35.243322
Sakarya University,Turkey,40.7419742,30.3321715
Selcuk University,Turkey,38.0236831,32.5095834
Suleyman Demirel University,Turkey,38.963745,35.243322
Tobb Economics and Technology University,Turkey,39.9211819,32.7983108
Trakya University,Turkey,41.6850973,26.6022684
Türkisch-Deutsche Universität,Turkey,41.1443903,29.1008685
Turkish Military Academy,Turkey,39.9055264,32.840312
Turkish Naval Academy,Turkey,40.8153632,29.270839
Ufuk University,Turkey,39.8265696,32.7297238
Uludag University,Turkey,40.2264846,28.87604229999999
Yalova University,Turkey,40.6520108,29.21814969999999
Yasar University,Turkey,38.4547698,27.2022886
Yeditepe University,Turkey,40.9719767,29.1522123
Yildirim Beyazit University,Turkey,38.963745,35.243322
Yildiz Technical University,Turkey,41.0520861,29.0106553
Yüzüncü Yil (Centennial) University,Turkey,38.963745,35.243322
Zonguldak Karaelmas University,Turkey,41.4513768,31.7630444
University of the Southern Caribbean,Trinidad and Tobago,10.6933953,-61.4076718
University of the West Indies St. Augustine,Trinidad and Tobago,10.641586,-61.39947100000001
University of Trinidad and Tobago,Trinidad and Tobago,10.691803,-61.222503
Aletheia University,Taiwan,25.1767715,121.434879
Central Police University,Taiwan,25.0466961,121.3522436
Chang Gung University,Taiwan,25.0349186,121.3877767
Chang Jung University,Taiwan,22.9065682,120.2733849
Chao Yang University of Science and Technology,Taiwan,24.0685714,120.7147579
Chia Nana College of Pharmacy and Science,Taiwan,22.9209971,120.2253459
China Medical College,Taiwan,24.1560757,120.6803671
Chinese Culture University,Taiwan,25.1365356,121.5392733
Ching Kuo Institue of Management & Health,Taiwan,25.1498647,121.7285589
Chung Hua University,Taiwan,24.7598187,120.9529895
Chung Shan Medical and Dental College,Taiwan,24.1217043,120.651197
Chung Yuan Christian University,Taiwan,24.9573827,121.2407764
Da-Yeh University,Taiwan,24.000244,120.5964534
Feng Chia University,Taiwan,24.1787944,120.6465257
Fu Jen Catholic University,Taiwan,25.0363219,121.4326549
Hsuan Chuang University,Taiwan,24.7743891,120.9434509
Huafan University,Taiwan,24.9808468,121.6910371
I-Shou University,Taiwan,22.7271472,120.4058239
Kaohsiung Medical College,Taiwan,22.64727,120.3107468
Kaohsuing Open University,Taiwan,22.5662543,120.3461152
Kung Shan Institute of Technology,Taiwan,22.9977586,120.2530937
Kun Shan University,Taiwan,22.9977586,120.2530937
Ling Tung University,Taiwan,24.1378074,120.6096728
LungHwa University of Science and Technology,Taiwan,25.0175356,121.4028007
Ming Chuan University,Taiwan,24.9844808,121.3423518
Nanhua University,Taiwan,23.5700796,120.4941991
National Central University,Taiwan,24.9681558,121.1952988
National Changhua University of Education,Taiwan,24.0812771,120.5587377
National Chengchi University,Taiwan,24.9878632,121.5774304
National Cheng Kung University,Taiwan,22.9967625,120.2168564
National Chiao Tung University,Taiwan,,
National Chiayi University,Taiwan,23.4678916,120.4848779
National Chi Nan University,Taiwan,23.9494326,120.9376825
National Chung Cheng University,Taiwan,23.5633761,120.4728831
National Chung Hsing University  Taichung,Taiwan,24.123552,120.675326
National Chung Hsing University  Taipei,Taiwan,25.0329636,121.5654268
National College of Physical Education and Sports,Taiwan,25.0318822,121.386292
National Dong Hwa University,Taiwan,23.8975385,121.5418018
National Formosa University,Taiwan,23.7026129,120.4294895
National Hsin-Chu Teachers College,Taiwan,24.8138287,120.9674798
National Hualien Teachers College,Taiwan,24.0105975,121.618184
National Ilan University,Taiwan,24.7462462,121.7477007
National Institute of the Arts,Taiwan,25.1325182,121.4696818
National Kaohsiung First University of Science and Technology,Taiwan,22.756829,120.335781
National Kaohsiung Normal University,Taiwan,22.6272784,120.3014353
National Kaohsiung University of Applied Sciences,Taiwan,22.6515122,120.3286609
National Open University,Taiwan,25.0871418,121.4687536
National Pingtung Teachers College,Taiwan,22.5519759,120.5487597
National Pingtung University of Science and Technology,Taiwan,22.6433454,120.6098266
National Sun Yat-Sen University,Taiwan,22.6283384,120.2647299
National Taichung Teachers College,Taiwan,24.1631651,120.6746691
National Tainan Teachers College,Taiwan,22.9997281,120.2270277
National Taipei College of Nursing,Taiwan,25.1175793,121.5214817
National Taipei Teachers College,Taiwan,25.0329636,121.5654268
National Taipei University,Taiwan,24.9440905,121.3709602
National Taipei University of Technology,Taiwan,25.0438884,121.534399
National Taitung Teachers College,Taiwan,22.7613207,121.1438152
National Taiwan College of Arts,Taiwan,23.69781,120.960515
National Taiwan College of Physical Education and Sports,Taiwan,24.1486798,120.6876707
National Taiwan College of the Arts,Taiwan,23.69781,120.960515
National Taiwan Normal University,Taiwan,25.0260878,121.5275484
National Taiwan Ocean University,Taiwan,25.1505447,121.7757756
National Taiwan University,Taiwan,25.0173405,121.5397518
National Taiwan University of Science and Technology,Taiwan,25.0132583,121.5405609
National Tsinghua University,Taiwan,24.7961217,120.9966699
National United University,Taiwan,24.5458273,120.8123649
National University of Kaohsiung,Taiwan,22.7333814,120.2845572
National Yang Ming Medical College,Taiwan,24.7868862,120.9974969
National Yunlin University of Science and Technology,Taiwan,23.6959835,120.5340648
Providence University,Taiwan,24.2258027,120.5771913
Shih Chien University,Taiwan,25.0830759,121.5452175
Shih Hsin University,Taiwan,24.988664,121.543984
Soochow University,Taiwan,25.0945636,121.5454248
Southern Taiwan University of Technology,Taiwan,23.0252956,120.226376
St. John's & St. Mary's Institute of Technology,Taiwan,23.69781,120.960515
TaiChung Healthcare and Management University,Taiwan,24.1631651,120.6746691
Tainan National College of the Arts,Taiwan,23.1859633,120.3743025
Taipei Medical College,Taiwan,25.0253125,121.5613608
Taipei Municipal Teachers College,Taiwan,25.0329636,121.5654268
Taipei Physical Education College,Taiwan,25.1159064,121.5361787
Tamkang University,Taiwan,25.1740706,121.4473008
Tatung Institute of Technology,Taiwan,23.4693911,120.4641706
TaTung University,Taiwan,25.0671976,121.5217972
Tunghai University,Taiwan,24.1824689,120.6025474
Tzu Chi College of Medicine and Humanities,Taiwan,23.69781,120.960515
Yuan Ze University,Taiwan,24.9703173,121.2634422
African Virtual University,Tanzania,-1.2942737,36.7870356
Aga Khan University,Tanzania,-6.803749,39.286593
Dares Salaam Institute of Technology,Tanzania,-6.814807099999999,39.2800226
Hubert Kairuki Memorial University,Tanzania,-6.773056,39.254751
Institute of Accountancy Arusha,Tanzania,-3.3869254,36.6829927
Institute of Finance Management,Tanzania,-6.8140151,39.293542
International Medical & Technological University,Tanzania,-6.7107701,39.2110534
Kilimanjaro Christian Medical College,Tanzania,-3.3208577,37.32945309999999
Moshi University College of Cooperative and Business Studies,Tanzania,-3.3347467,37.3370977
Mount Meru University,Tanzania,-3.2999989,36.6336062
Muhimbili University of Health and Allied Sciences (MUHAS),Tanzania,-6.807861,39.27326
Mwalimu Nyerere Memorial Academy,Tanzania,-6.8260279,39.2998935
Mzumbe University (Chuo Kikuu Mzumbe),Tanzania,-6.917023299999999,37.5707376
Open University of Tanzania,Tanzania,-6.7834881,39.2646726
Sebatian Kolowa University College,Tanzania,-4.7511376,38.2973742
Sokoine University of Agriculture,Tanzania,-6.8520287,37.6575913
St. Augustine University of Tanzania,Tanzania,-2.603552,32.89737530000001
St. Joseph Group of Institutes,Tanzania,-6.369028,34.888822
Tumaini University - Iringa University College,Tanzania,-7.7414379,35.7256475
University of Dar Es Salaam,Tanzania,-6.792354,39.2083284
University of Dodoma,Tanzania,-6.2042256,35.7977164
Alfred Nobel University of Economics and Law,Ukraine,48.379433,31.16558
Bila Cerkva State Agrarian University,Ukraine,49.7911519,30.11173
Chernivci National University,Ukraine,48.2969271,25.9241818
Crimea State Medical University,Ukraine,48.379433,31.16558
Dneprodzerzhinsk State Technical University,Ukraine,48.5380919,34.5677804
Dnepropetrovsk National University,Ukraine,48.4331922,35.0427966
Dnepropetrovsk National University of Railway Transport,Ukraine,48.464717,35.046183
Donetsk National Technical University,Ukraine,48.015883,37.80285
Donetsk National University,Ukraine,48.015883,37.80285
Donetsk State Medical University,Ukraine,48.0022862,37.8285553
East Ukrainian National University,Ukraine,48.5657763,39.3798159
Ivano-Frankivsk National University of Oli and Gas,Ukraine,48.922633,24.711117
Kharkiv National University,Ukraine,50.0042158,36.2279125
Kharkiv National University of Economics,Ukraine,50.01394089999999,36.224354
Kharkiv National University of Radio Electronics,Ukraine,50.01509069999999,36.2286403
Kharkiv State Medical University,Ukraine,50.0091665,36.22870169999999
Kharkiv State Technical University of Construction and Architecture,Ukraine,49.9935,36.230383
Kharkiv State Transport Technical University,Ukraine,49.9935,36.230383
Kherson State University,Ukraine,46.635417,32.616867
Khmelnitsky National University,Ukraine,49.4088388,26.9604143
Kiev National Economic University Named after Vadym Hetman,Ukraine,50.458397,30.438564
Kiev National University of Construction and Architecture,Ukraine,50.4265384,30.4655824
Kiev School Of Economics,Ukraine,50.4583538,30.4298918
Kiev Slavonic University,Ukraine,50.3946838,30.5034828
KROK Economics and Law University,Ukraine,48.379433,31.16558
Luhansk State Medical University,Ukraine,48.574041,39.307815
Luhansk Taras Shevchenko National Pedagogical University,Ukraine,48.574041,39.307815
Lviv Medical University,Ukraine,49.835989,24.0484588
Lviv National Medical Univeristy,Ukraine,49.839683,24.029717
Lviv National University Ivan Franko,Ukraine,49.8406108,24.0225099
Lviv Polytechnic National University,Ukraine,49.8356402,24.0144368
National Aerospace University Kharkov Aviation Institute,Ukraine,50.0427316,36.2847256
National Agricultural University,Ukraine,49.6580703,23.4911081
National Aviation Univesity,Ukraine,50.4400743,30.4298761
National Medical University O.O. Bogomolets,Ukraine,50.4428388,30.5152213
National Metallurgical Academy of Ukraine,Ukraine,48.4529174,35.0616194
National Mining University,Ukraine,48.4553312,35.0622169
National Pedagogical University M. Dragomanov,Ukraine,50.4449244,30.5069196
National Pirogov Memorial Medical University,Ukraine,49.2278767,28.4464708
National Taras Shevchenko University of Kiev,Ukraine,50.4420868,30.5104024
National Technical University (Kharkiv Polytechnical Institute),Ukraine,49.999029,36.248372
National Technical University (Kiev Politechnical Institute),Ukraine,50.4488974,30.456977
National Transport University,Ukraine,50.4400012,30.5499735
National University of Food Technologies,Ukraine,50.43924320000001,30.5098711
National University of Internal Affairs,Ukraine,49.933349,36.27371730000001
National University of Kiev-Mohyla Academy,Ukraine,50.46445720000001,30.51939419999999
National University of Ostroh Academy,Ukraine,50.3292939,26.5125819
National University of Shipbuilding,Ukraine,46.9870947,32.0011417
Odessa National Academy of Food Technologies,Ukraine,46.4591308,30.7442927
Odessa National I.I. Mecnikov University,Ukraine,46.4875318,30.7311818
Odessa National Marine University,Ukraine,46.48400849999999,30.7194783
Odessa National Maritime Academy,Ukraine,46.4831596,30.7139172
Odessa National Polytechnic University,Ukraine,46.46067009999999,30.7507413
Odessa State Academy of Construction and Architecture,Ukraine,46.4841489,30.716033
Odessa State Medical University,Ukraine,46.4939679,30.7264601
Petro Mohyla Black Sea State University,Ukraine,46.9716994,32.0150721
Poltava National Technical University,Ukraine,49.57597209999999,34.5669365
Poltava University of Consumer Cooperatives in Ukraine,Ukraine,49.58826699999999,34.551417
Precarpathian University,Ukraine,48.9149544,24.7009554
Sevastopol National Technical University,Ukraine,44.5949987,33.475786
State Pedagogical University in Kryvyi Rih,Ukraine,47.9074846,33.4116511
Sumy National Agrarian University,Ukraine,50.8816948,34.77781179999999
Sumy State University,Ukraine,50.8918344,34.843239
Taurida National V.I.Vernadsky University,Ukraine,48.379433,31.16558
Technological University of Podillya,Ukraine,48.379433,31.16558
Ternopil Academy of National Economy,Ukraine,49.553517,25.594767
Ternopil State Ivan Pul'uj Technical University,Ukraine,49.5510475,25.6003773
Ukrainian Academy of Banking,Ukraine,50.9077835,34.8003273
Ukrainian Academy of Pharmacy,Ukraine,48.379433,31.16558
Ukrainian Medical Stomatological Academy,Ukraine,49.58268349999999,34.548973
Ukrainian National Forestry University,Ukraine,49.825191,24.0028721
Uzhgorod National University,Ukraine,48.6353379,22.2903179
Vinnica National Technical University,Ukraine,49.2338836,28.4111635
Volyn National University Lesja Ukrainka,Ukraine,50.74702629999999,25.3309966
Zaporizhzhe National Technical University,Ukraine,47.81811159999999,35.1843805
Zaporizhzhe National University,Ukraine,47.8182304,35.180869
Aga Khan University,Uganda,1.373333,32.290275
Bugema University,Uganda,0.5702953,32.6437524
Busitema University,Uganda,0.5452743999999999,34.0200286
Busoga University,Uganda,0.4289859,33.2077927
Central Buganda University,Uganda,0.1860873,31.8996614
Gulu University,Uganda,2.7881388,32.3168635
Islamic University in Uganda,Uganda,1.0989088,34.1739858
Kampala International University,Uganda,0.2943602,32.6039696
Kampala University,Uganda,0.260514,32.6352273
Kyambogo University,Uganda,0.3474915000000001,32.6321083
Makerere University,Uganda,0.3326347,32.5685861
Mbarara University of Science and Technology,Uganda,-0.6167245,30.656788
Mountains of the Moon University,Uganda,0.6590193,30.27543
Mutesa 1 Royal University,Uganda,-0.3222709,31.7430557
Ndejje University,Uganda,0.6124352,32.4762159
Nkumba University,Uganda,0.09512799999999999,32.5068725
St. Augustine International University,Uganda,0.2723519,32.6207375
Uganda Christian University,Uganda,0.3552770000000001,32.7392386
Uganda Martyr's University,Uganda,0,32
Abilene Christian University,United States,32.4700922,-99.7080103
Academy of Art College,United States,37.78626089999999,-122.3995327
Adams State College,United States,37.47427709999999,-105.8798507
Adelphi University,United States,40.7200034,-73.6521126
Adler School of Professional Psychology,United States,41.8824688,-87.6291651
Adrian College,United States,41.8987054,-84.05924139999999
Agnes Scott College,United States,33.7685056,-84.29453459999999
Air Force Institute of Technology,United States,39.78274100000001,-84.082757
Alabama Agricultural and Mechanical University,United States,34.78384090000001,-86.5722237
Alabama State University,United States,32.3629762,-86.2939803
Alaska Bible College,United States,61.5985228,-149.1120478
Alaska Pacific University,United States,61.1892616,-149.8065058
Albany College of Pharmacy,United States,42.6521957,-73.7788392
Albany Law School,United States,42.65134690000001,-73.77703199999999
Albany Medical Center,United States,42.6536483,-73.7771411
Albany State University,United States,31.5690337,-84.1404182
Albertus Magnus College,United States,41.3316093,-72.9226957
Albion College,United States,42.2440064,-84.7451775
Albright College,United States,40.363518,-75.9106812
Alcorn State University,United States,31.8741511,-91.1365733
Alderson Broaddus College,United States,39.1583178,-80.0486604
Alfred Adler Graduate School,United States,44.8933926,-93.410264
Alfred University,United States,42.253418,-77.78770519999999
Alice Lloyd College,United States,37.3359167,-82.8735944
Allegheny College,United States,41.6484557,-80.1455328
Allen University,United States,37.09024,-95.712891
Alma College,United States,43.3807565,-84.6728043
Alvernia College,United States,40.3113978,-75.93165549999999
Alverno College,United States,42.9834571,-87.96498590000002
Ambassador University,United States,37.09024,-95.712891
Amber University,United States,32.8599582,-96.6529963
American Academy of Nutrition,United States,37.09024,-95.712891
American Business & Technology University,United States,39.767176,-94.85222759999999
American Conservatory of Music,United States,37.09024,-95.712891
American Conservatory Theater,United States,37.7869963,-122.4102535
American-European School of Management,United States,37.09024,-95.712891
American Film Institute Center for Advanced Film and Television Studies,United States,34.1075984,-118.3099625
American Indian College,United States,33.5778421,-112.0917435
American InterContinental University - Atlanta,United States,33.9386043,-84.3550238
American InterContinental University - Ft. Lauderdale,United States,26.1224386,-80.13731740000001
American InterContinental University - Georgia,United States,33.9386043,-84.3550238
American InterContinental University Online,United States,33.2786748,-111.804039
American International College,United States,42.1127164,-72.5584133
American Jewish University,United States,34.1263884,-118.4725275
American Military University,United States,37.09024,-95.712891
American Public University,United States,39.2877823,-77.8600819
American University,United States,38.9380155,-77.088922
American World University,United States,34.0591976,-118.3978997
Amherst College,United States,42.3709104,-72.5170028
Anderson College,United States,37.09024,-95.712891
Anderson University,United States,34.5146119,-82.63947979999999
Andon College - Modesto,United States,37.6392595,-120.9970014
Andon College - Stockton,United States,37.9577016,-121.2907796
Andrew Jackson University,United States,40.7632445,-111.8930369
Andrews University,United States,41.9647534,-86.359918
Angelo State University,United States,31.4386537,-100.4598144
Anna Maria College,United States,42.3292694,-71.9207763
Antioch New England Graduate School,United States,42.9318847,-72.2938308
Antioch University,United States,37.09024,-95.712891
Antioch University Los Angeles,United States,33.9885584,-118.3845389
Antioch University Santa Barbara,United States,34.4192962,-119.6957855
Antioch University Seattle,United States,47.6160049,-122.3464279
Appalachian Bible College,United States,37.8530937,-81.20118169999999
Appalachian State University,United States,36.21356280000001,-81.68432179999999
Aquinas College,United States,42.9606131,-85.6263287
Arcadia University,United States,40.0902575,-75.166198
Argosy University,United States,33.9207989,-84.35611019999999
Argosy University - Hawaii,United States,21.3081588,-157.8607788
Arizona Christian University,United States,33.6209932,-112.1807676
Arizona State University,United States,33.4242399,-111.9280527
Arizona State University  Downtown Phoenix Campus,United States,33.45365,-112.0718603
Arizona State University  Polytechnic Campus,United States,33.3060092,-111.6785238
Arizona State University  Tempe Campus,United States,33.4165625,-111.9346609
Arizona State University  West Campus,United States,33.6067949,-112.1593246
Arkansas State University,United States,35.8428473,-90.6770179
Arkansas State University  Beebe,United States,35.0729706,-91.8962336
Arkansas State University  Mountain Home,United States,36.3204181,-92.3885758
Arkansas State University  Newport,United States,35.6384201,-91.1887359
Arkansas Tech University,United States,35.29378880000001,-93.1361472
Arlington Baptist College,United States,32.7385737,-97.1574201
Armstrong Atlantic State University,United States,31.9781563,-81.1632034
Armstrong University,United States,31.9781563,-81.1632034
Art Academy of Cincinnati,United States,39.1088559,-84.5138767
Art Center College of Design,United States,34.1680011,-118.1844544
Arthur D. Little Management Education Institute,United States,42.3692388,-71.07207389999999
Art Institute of Charlotte,United States,35.1819025,-80.9276431
Art Institute of Southern California,United States,34.9592083,-116.419389
Asbury College,United States,37.8637235,-84.6612643
Ashland University,United States,40.8617571,-82.3231533
Assumption College,United States,42.2943228,-71.82915919999999
Athenaeum of Ohio,United States,39.0825734,-84.3713744
Athens State College,United States,34.8055801,-86.9645309
Atlanta Christian College,United States,32.8790692,-85.1849053
Atlanta College of Art,United States,33.7876525,-84.38298309999999
Atlantic International University,United States,21.3091186,-157.8626467
Atlantic Union College,United States,42.445168,-71.684493
Atlantic University,United States,36.8927693,-75.9909582
Auburn University,United States,32.6047841,-85.4852488
Auburn University at Montgomery,United States,32.3695951,-86.1788341
Audrey Cohen College,United States,40.7085735,-74.0149887
Augsburg College,United States,44.9659238,-93.24068400000002
Augustana College,United States,41.5030042,-90.5513921
Augustana College,United States,41.5030042,-90.5513921
Augusta State University,United States,33.4756761,-82.0224542
Aurora University,United States,41.7544173,-88.3494778
Austin College,United States,33.6474801,-96.5979639
Austin Community College,United States,30.267153,-97.7430608
Austin Peay State University,United States,36.53498,-87.3548855
Ave Maria University,United States,26.3365407,-81.4390109
Averett College,United States,36.5793099,-79.4142589
Avila College,United States,38.9123643,-94.59146989999999
Azusa Pacific University,United States,34.1300755,-117.8883593
Babson College,United States,42.2964421,-71.2657077
Baker College of Auburn Hills,United States,42.6597518,-83.2491302
Baker College of Cadillac,United States,44.2657778,-85.3838296
Baker College of Flint,United States,42.9752818,-83.6964771
Baker College of Mount Clemens,United States,42.5972563,-82.8779754
Baker College of Muskegon,United States,43.24348060000001,-86.19678789999999
Baker College of Owosso,United States,42.9820715,-84.1765166
Baker College of Port Huron,United States,42.9782793,-82.4690651
Baker University,United States,38.7790521,-95.18936869999999
Baldwin-Wallace College,United States,41.37111650000001,-81.8478088
Ball State University,United States,40.2079938,-85.4134775
Baltimore Hebrew University,United States,39.3924937,-76.606127
Baltimore International College,United States,39.28820959999999,-76.6001742
Bank Street College of Education,United States,40.805691,-73.9664532
Baptist Bible College of Missouri,United States,37.2400966,-93.28439949999999
Baptist Bible College of Pennsylvania,United States,37.09024,-95.712891
Barat College,United States,37.09024,-95.712891
Barber-Scotia College,United States,35.4066702,-80.58579019999999
Barclay College,United States,37.620996,-99.10488699999999
Bard College,United States,42.0230728,-73.909314
Bard Graduate Center for Studies in the Decorative Arts,United States,40.7854987,-73.9706289
Barnard College - Columbia University,United States,40.8095133,-73.96339689999999
Barry University,United States,25.8789241,-80.19817929999999
Bartlesville Wesleyan College,United States,36.7473114,-95.98081789999999
Barton College,United States,35.736438,-77.9131567
Bastyr University,United States,47.7301298,-122.2510475
Bates College,United States,44.1057216,-70.2021865
Bauder College,United States,33.7672724,-84.4001851
Baylor College of Dentistry,United States,32.7895547,-96.7813161
Baylor College of Medicine,United States,29.7105286,-95.3962414
Baylor University,United States,31.5500848,-97.11354
Belhaven College,United States,32.3198074,-90.16934599999999
Bellarmine College,United States,38.2184939,-85.7055271
Bellevue University,United States,41.150572,-95.91815799999999
Bellin College of Nursing,United States,44.4683296,-87.9217604
Belmont Abbey College,United States,35.261177,-81.0445117
Belmont University,United States,36.1329081,-86.7941702
Beloit College,United States,42.5030333,-89.0309048
Bemidji State Univeristy,United States,47.48636579999999,-94.8757892
Benedict College,United States,34.01302,-81.0195629
Benedictine College,United States,39.57480810000001,-95.11237609999999
Benedictine University,United States,41.7784418,-88.0952683
Benedictine University  Springfield College in Illinois,United States,39.8204102,-89.64840389999999
Bennett College,United States,36.067872,-79.77921599999999
Bennington College,United States,42.9203078,-73.2359361
Bentley College,United States,42.3855321,-71.2217903
Berea College,United States,37.570585,-84.288969
Berean University of the Assemblies of God,United States,37.09024,-95.712891
Berklee College of Music,United States,42.3465952,-71.0895292
Berne University,United States,43.5865162,-71.2054699
Berry College,United States,34.2888488,-85.1873397
Bethany College California,United States,37.0748175,-121.9941654
Bethany College Kansas,United States,38.58158969999999,-97.67112399999999
Bethany College West Virginia,United States,40.206055,-80.559834
Bethel College McKenzie,United States,36.1419765,-88.5148285
Bethel College Mishawaka,United States,41.6777882,-86.1945307
Bethel College Newton,United States,38.0747258,-97.342568
Beth-El College of Nursing and Health Sciences,United States,37.09024,-95.712891
Bethel College St. Paul,United States,45.0603856,-93.162123
Bethune-Cookman College,United States,29.2110122,-81.03157399999999
Biola University,United States,33.9062611,-118.0155533
Birmingham-Southern College,United States,33.5159411,-86.8510103
Blackburn College,United States,39.2886965,-89.8716147
Black Hawk College,United States,41.47688369999999,-90.4479459
Black Hills State University,United States,44.4993591,-103.8722763
Blessing-Rieman College of Nursing,United States,39.9495723,-91.3576844
Bloomfield College,United States,40.79519579999999,-74.194833
Bloomsburg University of Pennsylvania,United States,41.003698,-76.4549457
Bluefield College,United States,37.244538,-81.24627699999999
Bluefield State College,United States,37.2645492,-81.2407073
Blue Mountain College,United States,34.6721036,-89.02931819999999
Bluffton College,United States,40.8969886,-83.8970391
Bob Jones University,United States,34.8725832,-82.3624705
Boise Bible College,United States,43.6581815,-116.2913775
Boise State University,United States,43.60287599999999,-116.1998719
Boricua College,United States,40.8334361,-73.9457864
Boston Architectural Center,United States,42.3479568,-71.0859315
Boston College,United States,42.3355488,-71.16849450000001
Boston University,United States,42.3504997,-71.1053991
Bowdoin College,United States,43.9076929,-69.9639971
Bowie State University,United States,39.0175785,-76.7583617
Bowling Green State University,United States,41.3797788,-83.6300826
Bowling Green State University  Firelands,United States,41.3980484,-82.5946426
Bradley University,United States,40.6977743,-89.6153484
Brandeis University,United States,42.36535689999999,-71.2586441
Brandman University,United States,33.6562449,-117.7693651
Brenau University,United States,34.3041267,-83.8197347
Brescia University,United States,37.7687168,-87.11215059999999
Brevard College,United States,35.2367409,-82.72949589999999
Brewton-Parker College,United States,32.1858028,-82.5847651
Breyer State University (Virtual University),United States,37.09024,-95.712891
Briar Cliff College,United States,42.5270102,-96.42703879999999
Bridgewater College,United States,38.3789125,-78.969416
Bridgewater State College,United States,41.9888434,-70.96625759999999
Brigham Young University,United States,40.2518435,-111.6493156
Brigham Young University,United States,40.2518435,-111.6493156
Brigham Young University Hawaii,United States,21.6419036,-157.9267467
Brooklyn Law School,United States,40.6921893,-73.98969389999999
Brooks Institute of Photography,United States,37.09024,-95.712891
Brown University,United States,41.8267718,-71.4025482
Brunswick Community College,United States,34.0389055,-78.229576
Bryan College,United States,35.4987044,-84.9983812
Bryant and Stratton College,United States,42.8872631,-78.86911210000001
Bryant University,United States,41.9220919,-71.53772649999999
Bryn Athyn College of the New Church,United States,40.1348002,-75.0601628
Bryn Mawr College,United States,40.0278802,-75.3144595
Bucknell University,United States,40.9547722,-76.88507589999999
Buena Vista University,United States,42.6410428,-95.2097352
Burlington College,United States,44.4911559,-73.22826599999999
Butler University,United States,39.8405491,-86.1708927
Cabrini College,United States,40.0552141,-75.374005
Caldwell College,United States,40.8341245,-74.2720641
California Baptist College,United States,33.9288906,-117.4259155
California Coast University,United States,33.753034,-117.8652569
California College for Health Sciences,United States,37.09024,-95.712891
California College of Arts and Crafts,United States,37.7673765,-122.399486
California College of Podiatric Medicine,United States,36.778261,-119.4179324
California College San Diego,United States,32.7711478,-117.1304618
California Institute of Integral Studies,United States,37.7746792,-122.4164229
California Institute of Technology,United States,34.1376576,-118.125269
California Institute of the Arts,United States,34.3927552,-118.5673382
California Lutheran University,United States,34.2256054,-118.8784688
California Maritime Academy,United States,38.0689193,-122.2303477
California Polytechnic State University - San Luis Obispo,United States,35.3050053,-120.6624942
California School of Professional Psychology - Berkley/Alameda,United States,37.8715226,-122.273042
California School of Professional Psychology - Fresno,United States,36.7396713,-119.7904223
California School of Professional Psychology - Los Angels,United States,34.0842207,-118.1508004
California School of Professional Psychology - San Diego,United States,32.7179385,-117.1671775
California State Polytechnic University - Pomona,United States,34.0555994,-117.819263
California State University  Bakersfield,United States,35.3486641,-119.1033448
California State University  Channel Islands,United States,34.1620556,-119.043463
California State University  Chico,United States,39.7296653,-121.8478871
California State University  Dominguez Hills,United States,33.8624581,-118.2544108
California State University  Fresno,United States,36.8136777,-119.7461767
California State University  Fullerton,United States,33.8823476,-117.8851033
California State University  Hayward,United States,37.6568259,-122.0558839
California State University  Long Beach,United States,33.7838235,-118.1140904
California State University  Los Angeles,United States,34.0663797,-118.1684782
California State University  Monterey Bay,United States,36.6516548,-121.7977985
California State University  Northridge,United States,34.2406756,-118.5300196
California State University  Sacramento,United States,38.5592383,-121.4223949
California State University  San Bernadino,United States,34.1813584,-117.3231875
California State University  San Marcos,United States,33.1298249,-117.1586856
California State University  Stanislaus,United States,37.525398,-120.8554591
California University of Management and Sciences,United States,33.8482498,-117.9584257
California University of Pennsylvania,United States,40.06439659999999,-79.8844522
California Western School of Law,United States,32.721719,-117.1624897
